Date,btc_price,nasdaq_price,dxy_price,fed_rate
2022-05-26,29267.224609375,11740.650390625,101.83000183105469,0.77
2022-05-27,28627.57421875,12131.1298828125,101.66999816894531,0.77
2022-05-31,31792.310546875,12081.3896484375,101.75,0.77
2022-06-01,29799.080078125,11994.4599609375,102.55000305175781,1.21
2022-06-02,30467.48828125,12316.900390625,101.7699966430664,1.21
2022-06-03,29704.390625,12012.73046875,102.13999938964844,1.21
2022-06-06,31370.671875,12061.3701171875,102.44000244140625,1.21
2022-06-07,31155.478515625,12175.23046875,102.31999969482422,1.21
2022-06-08,30214.35546875,12086.26953125,102.54000091552734,1.21
2022-06-09,30111.998046875,11754.23046875,103.22000122070312,1.21
2022-06-10,29083.8046875,11340.01953125,104.1500015258789,1.21
2022-06-13,22487.388671875,10809.23046875,105.08000183105469,1.21
2022-06-14,22206.79296875,10828.349609375,105.5199966430664,1.21
2022-06-15,22572.83984375,11099.150390625,105.16000366210938,1.21
2022-06-16,20381.650390625,10646.099609375,103.62999725341797,1.21
2022-06-17,20471.482421875,10798.349609375,104.69999694824219,1.21
2022-06-21,20710.59765625,11069.2998046875,104.44000244140625,1.21
2022-06-22,19987.029296875,11053.080078125,104.19999694824219,1.21
2022-06-23,21085.876953125,11232.1904296875,104.43000030517578,1.21
2022-06-24,21231.65625,11607.6201171875,104.19000244140625,1.21
2022-06-27,20735.478515625,11524.5498046875,103.94000244140625,1.21
2022-06-28,20280.634765625,11181.5400390625,104.51000213623047,1.21
2022-06-29,20104.0234375,11177.8896484375,105.11000061035156,1.21
2022-06-30,19784.7265625,11028.740234375,104.69000244140625,1.21
2022-07-01,19269.3671875,11127.849609375,105.13999938964844,1.68
2022-07-05,20190.115234375,11322.240234375,106.5,1.68
2022-07-06,20548.24609375,11361.849609375,107.0999984741211,1.68
2022-07-07,21637.587890625,11621.349609375,107.12999725341797,1.68
2022-07-08,21731.1171875,11635.3095703125,107.01000213623047,1.68
2022-07-11,19970.556640625,11372.599609375,108.0199966430664,1.68
2022-07-12,19323.9140625,11264.73046875,108.06999969482422,1.68
2022-07-13,20212.07421875,11247.580078125,107.95999908447266,1.68
2022-07-14,20569.919921875,11251.1904296875,108.54000091552734,1.68
2022-07-15,20836.328125,11452.419921875,108.05999755859375,1.68
2022-07-18,22485.689453125,11360.0498046875,107.37000274658203,1.68
2022-07-19,23389.43359375,11713.150390625,106.68000030517578,1.68
2022-07-20,23231.732421875,11897.650390625,107.08000183105469,1.68
2022-07-21,23164.62890625,12059.6103515625,106.91000366210938,1.68
2022-07-22,22714.978515625,11834.1103515625,106.7300033569336,1.68
2022-07-25,21361.701171875,11782.669921875,106.4800033569336,1.68
2022-07-26,21239.75390625,11562.5703125,107.19000244140625,1.68
2022-07-27,22930.548828125,12032.419921875,106.44999694824219,1.68
2022-07-28,23843.88671875,12162.58984375,106.3499984741211,1.68
2022-07-29,23804.6328125,12390.6904296875,105.9000015258789,1.68
2022-08-01,23314.19921875,12368.98046875,105.44999694824219,2.33
2022-08-02,22978.1171875,12348.759765625,106.23999786376953,2.33
2022-08-03,22846.5078125,12668.16015625,106.51000213623047,2.33
2022-08-04,22630.95703125,12720.580078125,105.69000244140625,2.33
2022-08-05,23289.314453125,12657.5498046875,106.62000274658203,2.33
2022-08-08,23809.486328125,12644.4599609375,106.44000244140625,2.33
2022-08-09,23164.318359375,12493.9296875,106.37000274658203,2.33
2022-08-10,23947.642578125,12854.7998046875,105.19999694824219,2.33
2022-08-11,23957.529296875,12779.91015625,105.08999633789062,2.33
2022-08-12,24402.818359375,13047.1904296875,105.62999725341797,2.33
2022-08-15,24136.97265625,13128.0498046875,106.55000305175781,2.33
2022-08-16,23883.291015625,13102.5498046875,106.5,2.33
2022-08-17,23335.998046875,12938.1201171875,106.56999969482422,2.33
2022-08-18,23212.73828125,12965.33984375,107.4800033569336,2.33
2022-08-19,20877.552734375,12705.2197265625,108.16999816894531,2.33
2022-08-22,21398.908203125,12381.5703125,109.05000305175781,2.33
2022-08-23,21528.087890625,12381.2998046875,108.62000274658203,2.33
2022-08-24,21395.01953125,12431.5302734375,108.68000030517578,2.33
2022-08-25,21600.904296875,12639.26953125,108.47000122070312,2.33
2022-08-26,20260.01953125,12141.7099609375,108.80000305175781,2.33
2022-08-29,20297.994140625,12017.669921875,108.83999633789062,2.33
2022-08-30,19796.80859375,11883.1396484375,108.7699966430664,2.33
2022-08-31,20049.763671875,11816.2001953125,108.69999694824219,2.33
2022-09-01,20127.140625,11785.1298828125,109.69000244140625,2.56
2022-09-02,19969.771484375,11630.8603515625,109.52999877929688,2.56
2022-09-06,18837.66796875,11544.91015625,110.20999908447266,2.56
2022-09-07,19290.32421875,11791.900390625,109.83999633789062,2.56
2022-09-08,19329.833984375,11862.1298828125,109.70999908447266,2.56
2022-09-09,21381.15234375,12112.3095703125,109.0,2.56
2022-09-12,22370.44921875,12266.41015625,108.33000183105469,2.56
2022-09-13,20296.70703125,11633.5703125,109.81999969482422,2.56
2022-09-14,20241.08984375,11719.6796875,109.66000366210938,2.56
2022-09-15,19701.2109375,11552.3603515625,109.73999786376953,2.56
2022-09-16,19772.583984375,11448.400390625,109.76000213623047,2.56
2022-09-19,19544.12890625,11535.01953125,109.73999786376953,2.56
2022-09-20,18890.7890625,11425.0498046875,110.22000122070312,2.56
2022-09-21,18547.400390625,11220.1904296875,110.63999938964844,2.56
2022-09-22,19413.55078125,11066.8095703125,111.3499984741211,2.56
2022-09-23,19297.638671875,10867.9296875,113.19000244140625,2.56
2022-09-26,19222.671875,10802.919921875,114.0999984741211,2.56
2022-09-27,19110.546875,10829.5,114.11000061035156,2.56
2022-09-28,19426.720703125,11051.6396484375,112.5999984741211,2.56
2022-09-29,19573.05078125,10737.509765625,112.25,2.56
2022-09-30,19431.7890625,10575.6201171875,112.12000274658203,2.56
2022-10-03,19623.580078125,10815.4296875,111.75,3.08
2022-10-04,20336.84375,11176.41015625,110.06999969482422,3.08
2022-10-05,20160.716796875,11148.6396484375,111.06999969482422,3.08
2022-10-06,19955.443359375,11073.3095703125,112.26000213623047,3.08
2022-10-07,19546.849609375,10652.400390625,112.80000305175781,3.08
2022-10-10,19141.484375,10542.099609375,113.13999938964844,3.08
2022-10-11,19051.41796875,10426.1904296875,113.22000122070312,3.08
2022-10-12,19157.4453125,10417.099609375,113.31999969482422,3.08
2022-10-13,19382.904296875,10649.150390625,112.36000061035156,3.08
2022-10-14,19185.65625,10321.3896484375,113.30999755859375,3.08
2022-10-17,19550.7578125,10675.7998046875,112.04000091552734,3.08
2022-10-18,19334.416015625,10772.400390625,112.12999725341797,3.08
2022-10-19,19139.53515625,10680.509765625,112.9800033569336,3.08
2022-10-20,19053.740234375,10614.83984375,112.87999725341797,3.08
2022-10-21,19172.46875,10859.7197265625,112.01000213623047,3.08
2022-10-24,19345.572265625,10952.6103515625,111.98999786376953,3.08
2022-10-25,20095.857421875,11199.1201171875,110.94999694824219,3.08
